Date,Open^IXIC,High^IXIC,Low^IXIC,Close^IXIC,AClose^IXIC,Volume^IXIC,Open^SOX,High^SOX,Low^SOX,Close^SOX,AClose^SOX,Volume^SOX,Open^TWII,High^TWII,Low^TWII,Close^TWII,AClose^TWII,Volume^TWII
2020-01-16,9313.4501953125,9357.919921875,9301.3203125,9357.1298828125,9357.1298828125,2301400000.0,1888.6600341796875,1903.93994140625,1886.8199462890625,1903.9300537109375,1903.9300537109375,0.0,12006.080078125,12075.5400390625,12006.080078125,12066.9296875,12066.9296875,2049000.0
2020-01-17,9392.3701171875,9393.48046875,9346.8095703125,9388.9404296875,9388.9404296875,2522670000.0,1913.1400146484375,1917.5699462890625,1902.239990234375,1916.6199951171875,1916.6199951171875,0.0,12080.7197265625,12117.5498046875,12055.91015625,12090.2900390625,12090.2900390625,2009700.0
2020-01-20,,,,,,,,,,,,,12107.5595703125,12151.419921875,12101.5498046875,12118.7099609375,12118.7099609375,2095100.0
2020-01-21,9361.0703125,9397.580078125,9350.2001953125,9370.8095703125,9370.8095703125,2684540000.0,1909.47998046875,1922.800048828125,1908.4300537109375,1915.0,1915.0,0.0,,,,,,
2020-01-22,9413.6103515625,9439.2900390625,9375.1298828125,9383.76953125,9383.76953125,2449390000.0,1930.6400146484375,1950.6199951171875,1924.8800048828125,1930.22998046875,1930.22998046875,0.0,,,,,,
2020-01-23,9377.7197265625,9409.2001953125,9334.1298828125,9402.48046875,9402.48046875,2460050000.0,1934.4300537109375,1945.9000244140625,1918.43994140625,1945.3699951171875,1945.3699951171875,0.0,,,,,,
2020-01-24,9446.2099609375,9451.4296875,9273.23046875,9314.91015625,9314.91015625,2611710000.0,1973.1199951171875,1974.989990234375,1910.18994140625,1924.030029296875,1924.030029296875,0.0,,,,,,
2020-01-27,9092.4599609375,9185.4501953125,9088.0400390625,9139.3095703125,9139.3095703125,2583330000.0,1863.1800537109375,1872.8800048828125,1846.56005859375,1848.8599853515625,1848.8599853515625,0.0,,,,,,
2020-01-28,9201.8203125,9288.8701171875,9182.330078125,9269.6796875,9269.6796875,2157830000.0,1871.0799560546875,1899.47998046875,1859.9300537109375,1893.27001953125,1893.27001953125,0.0,,,,,,
2020-01-29,9318.259765625,9329.1201171875,9249.0400390625,9275.16015625,9275.16015625,2223480000.0,1886.780029296875,1890.8800048828125,1857.31005859375,1858.699951171875,1858.699951171875,0.0,,,,,,
2020-01-30,9211.150390625,9303.0,9185.1796875,9298.9296875,9298.9296875,2333500000.0,1844.3199462890625,1861.81005859375,1820.3699951171875,1855.800048828125,1855.800048828125,0.0,11933.23046875,11933.23046875,11418.2197265625,11421.740234375,11421.740234375,4917300.0
2020-01-31,9324.330078125,9324.7998046875,9123.2197265625,9150.9404296875,9150.9404296875,2685840000.0,1840.2900390625,1840.52001953125,1782.18994140625,1789.9300537109375,1789.9300537109375,0.0,11494.0302734375,11594.2099609375,11436.9501953125,11495.099609375,11495.099609375,3130700.0
2020-02-03,9190.7197265625,9299.849609375,9188.5498046875,9273.400390625,9273.400390625,2420510000.0,1794.7099609375,1814.93994140625,1794.300048828125,1812.1800537109375,1812.1800537109375,0.0,11365.900390625,11365.900390625,11138.0302734375,11354.919921875,11354.919921875,3472200.0
2020-02-04,9398.3896484375,9485.3798828125,9374.0498046875,9467.9697265625,9467.9697265625,2445420000.0,1859.8900146484375,1870.1800537109375,1849.8299560546875,1868.6500244140625,1868.6500244140625,0.0,11399.4599609375,11581.3603515625,11393.0302734375,11555.919921875,11555.919921875,2731100.0
2020-02-05,9574.099609375,9574.9404296875,9454.9296875,9508.6796875,9508.6796875,2462470000.0,1907.1800537109375,1913.9599609375,1882.719970703125,1909.52001953125,1909.52001953125,0.0,11601.5498046875,11620.419921875,11512.7099609375,11573.6201171875,11573.6201171875,2624400.0
2020-02-06,9540.98046875,9575.66015625,9505.6796875,9572.150390625,9572.150390625,2267300000.0,1909.9000244140625,1911.5899658203125,1887.030029296875,1909.6400146484375,1909.6400146484375,0.0,11605.1103515625,11749.6796875,11605.1103515625,11749.6796875,11749.6796875,2305400.0
2020-02-07,9526.6396484375,9570.08984375,9496.5302734375,9520.509765625,9520.509765625,2238670000.0,1889.949951171875,1891.239990234375,1863.5799560546875,1864.3599853515625,1864.3599853515625,0.0,11712.7099609375,11712.7099609375,11592.08984375,11612.8095703125,11612.8095703125,2182700.0
2020-02-10,9493.6298828125,9628.66015625,9493.6298828125,9628.3896484375,9628.3896484375,2179310000.0,1849.989990234375,1892.969970703125,1849.989990234375,1892.800048828125,1892.800048828125,0.0,11514.7197265625,11598.0302734375,11423.33984375,11574.0703125,11574.0703125,2328300.0
2020-02-11,9680.8896484375,9714.740234375,9617.2099609375,9638.9404296875,9638.9404296875,2423670000.0,1911.3199462890625,1940.719970703125,1911.3199462890625,1931.0799560546875,1931.0799560546875,0.0,11614.25,11678.580078125,11614.25,11664.0400390625,11664.0400390625,1845400.0
2020-02-12,9688.599609375,9728.76953125,9666.6904296875,9725.9599609375,9725.9599609375,2355000000.0,1951.6300048828125,1962.0400390625,1950.0999755859375,1958.8199462890625,1958.8199462890625,0.0,11693.400390625,11801.51953125,11693.400390625,11774.1904296875,11774.1904296875,2120500.0
2020-02-13,9657.0400390625,9748.3203125,9650.01953125,9711.9697265625,9711.9697265625,2239270000.0,1942.9599609375,1974.5799560546875,1942.81005859375,1960.3399658203125,1960.3399658203125,0.0,11813.5,11854.98046875,11784.9404296875,11791.7802734375,11791.7802734375,2132400.0
2020-02-14,9728.900390625,9746.3603515625,9693.0498046875,9731.1796875,9731.1796875,2222240000.0,1978.0799560546875,1983.7099609375,1945.6700439453125,1956.56005859375,1956.56005859375,0.0,11806.51953125,11840.7900390625,11788.8701171875,11815.7001953125,11815.7001953125,1697100.0
2020-02-17,,,,,,,,,,,,,11770.2998046875,11775.5595703125,11724.8203125,11763.509765625,11763.509765625,1837200.0
2020-02-18,9679.0400390625,9747.6796875,9675.7998046875,9732.740234375,9732.740234375,2273460000.0,1920.1800537109375,1932.800048828125,1916.4000244140625,1929.1199951171875,1929.1199951171875,0.0,11700.91015625,11717.099609375,11642.9501953125,11648.98046875,11648.98046875,1882600.0
2020-02-19,9782.8095703125,9838.3701171875,9777.099609375,9817.1796875,9817.1796875,2462530000.0,1956.5899658203125,1982.0899658203125,1956.5899658203125,1979.5,1979.5,0.0,11655.3701171875,11783.4296875,11654.16015625,11758.83984375,11758.83984375,2169000.0
2020-02-20,9799.2001953125,9820.8603515625,9636.9404296875,9750.9697265625,9750.9697265625,2735610000.0,1970.550048828125,1977.18994140625,1919.9100341796875,1949.25,1949.25,0.0,11785.7802734375,11827.830078125,11714.150390625,11725.08984375,11725.08984375,2035400.0
2020-02-21,9708.009765625,9715.9501953125,9542.330078125,9576.58984375,9576.58984375,2743010000.0,1936.8499755859375,1938.4100341796875,1883.9200439453125,1891.050048828125,1891.050048828125,0.0,11721.16015625,11755.169921875,11661.6298828125,11686.349609375,11686.349609375,1952700.0
2020-02-24,9188.4404296875,9322.8798828125,9166.009765625,9221.2802734375,9221.2802734375,3177000000.0,1793.0699462890625,1827.8599853515625,1788.43994140625,1801.22998046875,1801.22998046875,0.0,11615.2802734375,11615.2802734375,11512.080078125,11534.8701171875,11534.8701171875,2347100.0
2020-02-25,9301.2001953125,9315.259765625,8940.490234375,8965.6103515625,8965.6103515625,3583400000.0,1824.6800537109375,1826.3299560546875,1737.280029296875,1746.1099853515625,1746.1099853515625,0.0,11506.740234375,11567.08984375,11415.4697265625,11540.23046875,11540.23046875,2158400.0
2020-02-26,9011.5498046875,9148.3203125,8927.7998046875,8980.7802734375,8980.7802734375,3567830000.0,1761.449951171875,1787.75,1739.0400390625,1749.949951171875,1749.949951171875,0.0,11433.6201171875,11433.6201171875,11433.6201171875,11433.6201171875,11433.6201171875,0.0
2020-02-27,8744.0302734375,8904.1103515625,8562.0498046875,8566.48046875,8566.48046875,390750000.0,1692.5999755859375,1731.02001953125,1664.9100341796875,1668.6500244140625,1668.6500244140625,0.0,11436.9599609375,11470.23046875,11274.51953125,11292.169921875,11292.169921875,3360600.0
2020-02-28,8269.740234375,8591.8203125,8264.16015625,8567.3701171875,8567.3701171875,5301170000.0,1605.93994140625,1716.1600341796875,1605.93994140625,1705.5400390625,1705.5400390625,0.0,,,,,,
2020-03-02,8667.1396484375,8952.8095703125,8543.349609375,8952.169921875,8952.169921875,4232760000.0,1727.6099853515625,1766.3800048828125,1680.9300537109375,1765.3800048828125,1765.3800048828125,0.0,11184.66015625,11282.0498046875,11049.849609375,11170.4599609375,11170.4599609375,3204100.0
2020-03-03,8965.099609375,9070.3203125,8602.8896484375,8684.08984375,8684.08984375,4336700000.0,1768.1400146484375,1797.010009765625,1692.0999755859375,1705.260009765625,1705.260009765625,0.0,11279.8603515625,11390.240234375,11279.8603515625,11327.7197265625,11327.7197265625,2572300.0
2020-03-04,8834.099609375,9019.9599609375,8757.66015625,9018.08984375,9018.08984375,3602870000.0,1737.27001953125,1789.699951171875,1715.8399658203125,1789.5699462890625,1789.5699462890625,0.0,11368.25,11392.349609375,11297.8095703125,11392.349609375,11392.349609375,2245300.0
2020-03-05,8790.08984375,8921.080078125,8677.3896484375,8738.58984375,8738.58984375,3748090000.0,1742.3800048828125,1780.0,1721.550048828125,1734.030029296875,1734.030029296875,0.0,11454.650390625,11525.3203125,11454.650390625,11514.8203125,11514.8203125,2291000.0
2020-03-06,8469.01953125,8612.3603515625,8375.1298828125,8575.6201171875,8575.6201171875,4279850000.0,1685.510009765625,1713.2900390625,1657.6700439453125,1699.8900146484375,1699.8900146484375,0.0,11471.3603515625,11471.3603515625,11310.3203125,11321.8095703125,11321.8095703125,2518500.0
2020-03-09,7957.93017578125,8243.3095703125,7943.16015625,7950.68017578125,7950.68017578125,4530350000.0,1560.739990234375,1637.9200439453125,1555.449951171875,1558.1600341796875,1558.1600341796875,0.0,11221.759765625,11221.759765625,10977.6396484375,10977.6396484375,10977.6396484375,3897400.0
2020-03-10,8219.759765625,8347.400390625,7930.43017578125,8344.25,8344.25,4431930000.0,1612.6700439453125,1656.8699951171875,1559.9100341796875,1656.5,1656.5,0.0,10907.6201171875,11032.4697265625,10830.2197265625,11003.5400390625,11003.5400390625,3544100.0
2020-03-11,8136.25,8181.35986328125,7850.9501953125,7952.0498046875,7952.0498046875,4273890000.0,1607.3800048828125,1625.4000244140625,1545.7099609375,1562.5400390625,1562.5400390625,0.0,11022.8203125,11088.23046875,10885.91015625,10893.75,10893.75,2804700.0
2020-03-12,7398.580078125,7712.330078125,7194.669921875,7201.7998046875,7201.7998046875,5066530000.0,1444.6099853515625,1513.6500244140625,1388.989990234375,1392.1099853515625,1392.1099853515625,0.0,10845.3896484375,10845.3896484375,10359.669921875,10422.3203125,10422.3203125,4844200.0
2020-03-13,7610.39013671875,7875.93017578125,7219.08984375,7874.8798828125,7874.8798828125,4685890000.0,1481.1600341796875,1544.760009765625,1392.449951171875,1544.260009765625,1544.260009765625,0.0,10091.0302734375,10171.2001953125,9636.150390625,10128.8701171875,10128.8701171875,5906200.0
2020-03-16,7392.72998046875,7422.2001953125,6882.85986328125,6904.58984375,6904.58984375,4594360000.0,1433.5699462890625,1446.800048828125,1297.1400146484375,1298.780029296875,1298.780029296875,0.0,10069.419921875,10130.7998046875,9717.76953125,9717.76953125,9717.76953125,3783600.0
2020-03-17,7072.0,7406.22998046875,6828.91015625,7334.77978515625,7334.77978515625,4900000000.0,1332.9000244140625,1434.31005859375,1282.68994140625,1426.52001953125,1426.52001953125,0.0,9538.6396484375,9677.0703125,9371.349609375,9439.6298828125,9439.6298828125,4504100.0
2020-03-18,6902.31982421875,7182.830078125,6686.35986328125,6989.83984375,6989.83984375,4890820000.0,1317.8800048828125,1373.9100341796875,1233.969970703125,1286.8399658203125,1286.8399658203125,0.0,9453.98046875,9509.6103515625,9218.669921875,9218.669921875,9218.669921875,3991000.0
2020-03-19,6996.4501953125,7341.3798828125,6858.3798828125,7150.580078125,7150.580078125,4762170000.0,1281.97998046875,1378.3299560546875,1253.4000244140625,1341.219970703125,1341.219970703125,0.0,9085.2802734375,9085.2802734375,8523.6298828125,8681.33984375,8681.33984375,5702600.0
2020-03-20,7248.06982421875,7354.43994140625,6854.669921875,6879.52001953125,6879.52001953125,5239940000.0,1375.010009765625,1408.989990234375,1296.43994140625,1298.5400390625,1298.5400390625,0.0,8816.8603515625,9264.419921875,8816.8603515625,9234.08984375,9234.08984375,4683400.0
2020-03-23,6847.27978515625,6984.93994140625,6631.419921875,6860.669921875,6860.669921875,4330610000.0,1315.199951171875,1366.3199462890625,1280.75,1342.1199951171875,1342.1199951171875,0.0,9025.5498046875,9029.51953125,8750.1396484375,8890.0302734375,8890.0302734375,136500.0
2020-03-24,7196.14990234375,7418.3701171875,7169.85986328125,7417.85986328125,7417.85986328125,4417380000.0,1434.06005859375,1492.8199462890625,1425.27001953125,1491.8299560546875,1491.8299560546875,0.0,9083.7802734375,9415.6396484375,9083.7802734375,9285.6201171875,9285.6201171875,2920600.0
2020-03-25,7421.35986328125,7671.2099609375,7276.39990234375,7384.2998046875,7384.2998046875,4666440000.0,1495.3599853515625,1550.8299560546875,1448.8900146484375,1472.5699462890625,1472.5699462890625,0.0,9426.4296875,9722.3701171875,9426.4296875,9644.75,9644.75,3565400.0
2020-03-26,7462.2099609375,7809.830078125,7462.2099609375,7797.5400390625,7797.5400390625,3999850000.0,1499.75,1574.6199951171875,1492.8499755859375,1572.6099853515625,1572.6099853515625,0.0,9667.1396484375,9739.73046875,9565.01953125,9736.3603515625,9736.3603515625,2795400.0
2020-03-27,7554.25,7716.240234375,7491.14013671875,7502.3798828125,7502.3798828125,3977010000.0,1512.760009765625,1541.489990234375,1485.3399658203125,1488.75,1488.75,0.0,9807.900390625,9954.8603515625,9691.1396484375,9698.919921875,9698.919921875,3349400.0
2020-03-30,7583.4599609375,7784.35009765625,7539.97021484375,7774.14990234375,7774.14990234375,3846900000.0,1506.4599609375,1547.0799560546875,1496.0400390625,1545.31005859375,1545.31005859375,0.0,9571.2197265625,9655.7001953125,9415.51953125,9629.4296875,9629.4296875,2274000.0
2020-03-31,7740.06005859375,7880.31005859375,7642.85986328125,7700.10009765625,7700.10009765625,4059700000.0,1542.9200439453125,1568.050048828125,1499.760009765625,1510.5899658203125,1510.5899658203125,0.0,9689.6201171875,9789.8095703125,9630.2998046875,9708.0595703125,9708.0595703125,2882300.0
2020-04-01,7459.5,7566.3701171875,7301.97998046875,7360.580078125,7360.580078125,3685510000.0,1455.0400390625,1497.989990234375,1414.260009765625,1427.72998046875,1427.72998046875,0.0,9726.2001953125,9736.0,9663.6298828125,9663.6298828125,9663.6298828125,2434800.0
2020-04-02,7317.4501953125,7501.7001953125,7307.9501953125,7487.31005859375,7487.31005859375,3608190000.0,1416.56005859375,1476.6700439453125,1416.56005859375,1474.6099853515625,1474.6099853515625,0.0,,,,,,
2020-04-03,7477.27001953125,7518.72021484375,7288.10986328125,7373.080078125,7373.080078125,3279100000.0,1472.239990234375,1487.1700439453125,1425.0899658203125,1443.0400390625,1443.0400390625,0.0,,,,,,
2020-04-06,7660.169921875,7938.330078125,7617.7900390625,7913.240234375,7913.240234375,3849100000.0,1514.0999755859375,1598.6700439453125,1508.739990234375,1592.8800048828125,1592.8800048828125,0.0,9707.75,9818.740234375,9651.51953125,9818.740234375,9818.740234375,2987300.0
2020-04-07,8129.990234375,8146.43017578125,7881.22021484375,7887.259765625,7887.259765625,4069410000.0,1647.9200439453125,1648.4100341796875,1582.68994140625,1585.3800048828125,1585.3800048828125,0.0,9928.16015625,10039.150390625,9928.16015625,9996.3896484375,9996.3896484375,3205000.0
2020-04-08,7975.72021484375,8114.43017578125,7901.93994140625,8090.89990234375,8090.89990234375,3470730000.0,1608.760009765625,1645.010009765625,1590.510009765625,1639.8900146484375,1639.8900146484375,0.0,10010.6396484375,10149.759765625,9984.66015625,10137.4697265625,10137.4697265625,3117000.0
2020-04-09,8169.009765625,8227.91015625,8072.31982421875,8153.580078125,8153.580078125,4123670000.0,1660.3800048828125,1673.6500244140625,1587.9100341796875,1601.72998046875,1601.72998046875,0.0,10173.259765625,10246.83984375,10092.3603515625,10119.4296875,10119.4296875,3058700.0
2020-04-10,,,,,,,,,,,,,10105.4296875,10165.1201171875,10103.76953125,10157.6103515625,10157.6103515625,2365200.0
2020-04-13,8127.68994140625,8200.4404296875,8035.9501953125,8192.419921875,8192.419921875,3146860000.0,1591.260009765625,1626.2900390625,1585.699951171875,1623.6800537109375,1623.6800537109375,0.0,10147.5595703125,10179.400390625,10080.650390625,10099.2197265625,10099.2197265625,2456300.0
2020-04-14,8353.2099609375,8531.1103515625,8338.080078125,8515.740234375,8515.740234375,3732820000.0,1662.3499755859375,1696.9200439453125,1658.010009765625,1695.760009765625,1695.760009765625,0.0,10130.650390625,10344.1298828125,10130.650390625,10332.9404296875,10332.9404296875,2847000.0
2020-04-15,8355.9599609375,8464.66015625,8308.7900390625,8393.1796875,8393.1796875,3333750000.0,1652.8900146484375,1657.6300048828125,1631.0999755859375,1647.9100341796875,1647.9100341796875,0.0,10366.76953125,10461.83984375,10366.76953125,10447.2099609375,10447.2099609375,3333800.0
2020-04-16,8479.1103515625,8560.16015625,8393.26953125,8532.3603515625,8532.3603515625,3995870000.0,1677.0400390625,1696.25,1654.2099609375,1690.8699951171875,1690.8699951171875,0.0,10385.7802734375,10425.2900390625,10317.1298828125,10375.48046875,10375.48046875,2770300.0
2020-04-17,8667.48046875,8670.2998046875,8531.6904296875,8650.1396484375,8650.1396484375,4335020000.0,1723.989990234375,1724.760009765625,1684.7099609375,1705.6400146484375,1705.6400146484375,0.0,10554.5498046875,10710.150390625,10552.580078125,10597.0400390625,10597.0400390625,3725200.0
2020-04-20,8553.3798828125,8684.91015625,8553.3798828125,8560.73046875,8560.73046875,3796950000.0,1677.6300048828125,1704.3499755859375,1666.4000244140625,1667.5699462890625,1667.5699462890625,0.0,10612.4501953125,10637.6396484375,10542.9599609375,10586.7099609375,10586.7099609375,2298700.0
2020-04-21,8460.6904296875,8480.2900390625,8215.6904296875,8263.23046875,8263.23046875,3756290000.0,1642.02001953125,1650.2099609375,1582.2099609375,1588.699951171875,1588.699951171875,0.0,10544.7998046875,10544.7998046875,10278.9501953125,10288.419921875,10288.419921875,3392700.0
2020-04-22,8434.5498046875,8537.3095703125,8404.5400390625,8495.3798828125,8495.3798828125,3025060000.0,1641.3800048828125,1690.0699462890625,1630.1199951171875,1682.1199951171875,1682.1199951171875,0.0,10256.1103515625,10310.849609375,10140.08984375,10307.740234375,10307.740234375,2531000.0
2020-04-23,8528.83984375,8635.23046875,8475.2001953125,8494.75,8494.75,3734720000.0,1679.1400146484375,1700.2099609375,1661.449951171875,1664.6700439453125,1664.6700439453125,0.0,10370.1298828125,10462.7001953125,10294.8798828125,10366.509765625,10366.509765625,2633300.0
2020-04-24,8530.080078125,8642.9296875,8464.419921875,8634.51953125,8634.51953125,3673170000.0,1664.989990234375,1704.0899658203125,1651.6600341796875,1702.56005859375,1702.56005859375,0.0,10367.9697265625,10386.9296875,10324.2001953125,10347.3603515625,10347.3603515625,2400100.0
2020-04-27,8717.98046875,8754.5703125,8697.3701171875,8730.16015625,8730.16015625,3678460000.0,1720.1800537109375,1740.1400146484375,1715.75,1725.0400390625,1725.0400390625,0.0,10407.490234375,10578.9599609375,10407.490234375,10567.26953125,10567.26953125,3281100.0
2020-04-28,8825.6904296875,8830.5703125,8600.7001953125,8607.73046875,8607.73046875,3707540000.0,1760.8800048828125,1764.93994140625,1712.280029296875,1713.2099609375,1713.2099609375,0.0,10580.25,10620.51953125,10537.7099609375,10616.0595703125,10616.0595703125,3260300.0
2020-04-29,8802.7001953125,8957.26953125,8765.009765625,8914.7099609375,8914.7099609375,4378540000.0,1748.3199462890625,1802.989990234375,1742.550048828125,1797.760009765625,1797.760009765625,0.0,10656.400390625,10794.830078125,10656.400390625,10772.2197265625,10772.2197265625,3529100.0
2020-04-30,8911.01953125,8926.1103515625,8825.830078125,8889.5498046875,8889.5498046875,4316380000.0,1781.81005859375,1781.81005859375,1730.010009765625,1731.239990234375,1731.239990234375,0.0,10826.259765625,11012.7802734375,10826.259765625,10992.1396484375,10992.1396484375,3909100.0
2020-05-01,8681.2900390625,8754.4599609375,8566.83984375,8604.9501953125,8604.9501953125,3722520000.0,1682.1199951171875,1694.030029296875,1639.1700439453125,1644.4000244140625,1644.4000244140625,0.0,,,,,,
2020-05-04,8555.3203125,8715.8203125,8537.830078125,8710.7099609375,8710.7099609375,3422150000.0,1634.260009765625,1663.050048828125,1625.77001953125,1661.300048828125,1661.300048828125,0.0,10781.509765625,10781.509765625,10658.5,10720.48046875,10720.48046875,3113100.0
2020-05-05,8809.66015625,8909.9599609375,8781.3095703125,8809.1201171875,8809.1201171875,3913360000.0,1690.9300537109375,1719.8699951171875,1679.260009765625,1689.5,1689.5,0.0,10756.9501953125,10833.5302734375,10735.009765625,10774.6103515625,10774.6103515625,2817200.0
2020-05-06,8874.7001953125,8933.25,8819.3701171875,8854.3896484375,8854.3896484375,3620030000.0,1710.5,1734.1099853515625,1704.0699462890625,1707.75,1707.75,0.0,10771.08984375,10828.73046875,10708.099609375,10774.98046875,10774.98046875,3137600.0
2020-05-07,8973.7802734375,9015.990234375,8932.8603515625,8979.66015625,8979.66015625,3762070000.0,1740.0400390625,1744.5400390625,1716.22998046875,1724.9300537109375,1724.9300537109375,0.0,10778.5302734375,10890.8701171875,10775.16015625,10842.919921875,10842.919921875,2849600.0
2020-05-08,9056.8896484375,9125.98046875,9018.2099609375,9121.3203125,9121.3203125,3777340000.0,1745.199951171875,1777.02001953125,1738.4100341796875,1775.6099853515625,1775.6099853515625,0.0,10883.2197265625,10970.7001953125,10883.2197265625,10901.419921875,10901.419921875,3169900.0
2020-05-11,9054.91015625,9241.919921875,9053.169921875,9192.33984375,9192.33984375,3898690000.0,1757.3800048828125,1788.8699951171875,1756.6400146484375,1774.31005859375,1774.31005859375,0.0,10942.1796875,11039.1103515625,10942.1796875,11013.259765625,11013.259765625,3370600.0
2020-05-12,9225.150390625,9250.9599609375,9000.0703125,9002.5498046875,9002.5498046875,4315070000.0,1784.1500244140625,1790.68994140625,1724.4000244140625,1725.239990234375,1725.239990234375,0.0,10974.509765625,10974.509765625,10854.509765625,10879.4697265625,10879.4697265625,3047800.0
2020-05-13,9006.0498046875,9074.16015625,8752.6796875,8863.169921875,8863.169921875,4244110000.0,1729.6199951171875,1741.6099853515625,1667.52001953125,1691.5699462890625,1691.5699462890625,0.0,10861.009765625,10938.26953125,10828.9296875,10938.26953125,10938.26953125,2677400.0
2020-05-14,8788.0400390625,8945.7099609375,8705.25,8943.7197265625,8943.7197265625,3945080000.0,1677.780029296875,1739.8399658203125,1650.75,1739.050048828125,1739.050048828125,0.0,10894.169921875,10894.169921875,10777.4599609375,10780.8798828125,10780.8798828125,3054300.0
2020-05-15,8839.990234375,9018.400390625,8821.3798828125,9014.5595703125,9014.5595703125,4221500000.0,1681.5699462890625,1707.030029296875,1669.3399658203125,1700.8900146484375,1700.8900146484375,0.0,10833.16015625,10904.009765625,10730.5498046875,10814.919921875,10814.919921875,2749400.0
2020-05-18,9177.150390625,9267.2197265625,9154.349609375,9234.830078125,9234.830078125,4318310000.0,1746.719970703125,1789.3499755859375,1746.1300048828125,1782.5400390625,1782.5400390625,0.0,10753.2099609375,10812.8701171875,10730.7001953125,10740.5498046875,10740.5498046875,2716100.0
2020-05-19,9227.4599609375,9317.25,9183.25,9185.099609375,9185.099609375,4144770000.0,1777.5,1815.3399658203125,1774.8399658203125,1775.6099853515625,1775.6099853515625,0.0,10812.7900390625,10924.7900390625,10812.7900390625,10860.4404296875,10860.4404296875,3048200.0
2020-05-20,9305.6201171875,9392.8203125,9304.2001953125,9375.7802734375,9375.7802734375,4292470000.0,1818.1500244140625,1850.739990234375,1816.010009765625,1840.7900390625,1840.7900390625,0.0,10892.759765625,10933.98046875,10860.150390625,10907.7998046875,10907.7998046875,2731300.0
2020-05-21,9375.1904296875,9405.25,9254.849609375,9284.8798828125,9284.8798828125,3725950000.0,1835.3399658203125,1839.93994140625,1789.52001953125,1790.9599609375,1790.9599609375,0.0,10933.2099609375,11021.66015625,10933.2099609375,11008.3095703125,11008.3095703125,2787700.0
